Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 11 2023,Pittsburgh,83,Florida State,75,,
Sat Feb 11 2023,Louisville,85,Miami (FL),93,,
Sat Feb 11 2023,Clemson,71,North Carolina,91,,
Sat Feb 11 2023,Virginia Tech,93,Notre Dame,87,,
Sat Feb 11 2023,Duke,62,Virginia,69,OT,
Sat Feb 11 2023,Georgia Tech,70,Wake Forest,71,,
Mon Feb 13 2023,Miami (FL),80,North Carolina,72,,
Tue Feb 14 2023,Notre Dame,64,Duke,68,,
Tue Feb 14 2023,Boston College,58,Pittsburgh,77,,
Tue Feb 14 2023,NC State,72,Syracuse,75,,
Wed Feb 15 2023,Florida State,54,Clemson,94,,
Wed Feb 15 2023,Virginia Tech,70,Georgia Tech,77,,
Wed Feb 15 2023,Virginia,61,Louisville,58,,
Sat Feb 18 2023,Boston College,75,Florida State,69,,
Sat Feb 18 2023,Clemson,73,Louisville,83,,
Sat Feb 18 2023,Wake Forest,87,Miami (FL),96,,
Sat Feb 18 2023,Duke,77,Syracuse,55,,
Sat Feb 18 2023,Notre Dame,55,Virginia,57,,
Sat Feb 18 2023,Pittsburgh,72,Virginia Tech,79,,
Sun Feb 19 2023,North Carolina,69,NC State,77,,
Mon Feb 20 2023,Louisville,62,Duke,79,,
Tue Feb 21 2023,Georgia Tech,68,Pittsburgh,76,,
Tue Feb 21 2023,Miami (FL),76,Virginia Tech,70,,
Wed Feb 22 2023,Virginia,48,Boston College,63,,
Wed Feb 22 2023,Syracuse,73,Clemson,91,,
Wed Feb 22 2023,Wake Forest,74,NC State,90,,
Wed Feb 22 2023,North Carolina,63,Notre Dame,59,,
Sat Feb 25 2023,Virginia Tech,65,Duke,81,,
Sat Feb 25 2023,Louisville,67,Georgia Tech,83,,
Sat Feb 25 2023,Florida State,85,Miami (FL),84,,
Sat Feb 25 2023,Clemson,96,NC State,71,,
Sat Feb 25 2023,Virginia,63,North Carolina,71,,
Sat Feb 25 2023,Syracuse,82,Pittsburgh,99,,
Sat Feb 25 2023,Notre Dame,58,Wake Forest,66,,
Mon Feb 27 2023,North Carolina,77,Florida State,66,,
Tue Feb 28 2023,NC State,67,Duke,71,,
Tue Feb 28 2023,Virginia Tech,71,Louisville,54,,
Tue Feb 28 2023,Georgia Tech,96,Syracuse,76,,
Tue Feb 28 2023,Clemson,57,Virginia,64,,
Tue Feb 28 2023,Boston College,71,Wake Forest,69,,
Wed Mar 1 2023,Pittsburgh,81,Notre Dame,88,,
Sat Mar 4 2023,Georgia Tech,73,Boston College,65,,
Sat Mar 4 2023,Notre Dame,64,Clemson,87,,
Sat Mar 4 2023,Pittsburgh,76,Miami (FL),78,,
Sat Mar 4 2023,Duke,62,North Carolina,57,,
Sat Mar 4 2023,Wake Forest,63,Syracuse,72,,
Sat Mar 4 2023,Louisville,60,Virginia,75,,
Sat Mar 4 2023,Florida State,60,Virginia Tech,82,,
Tue Mar 7 2023,Louisville,62,Boston College,80,,First Round
Tue Mar 7 2023,Georgia Tech,61,Florida State,60,,First Round
Tue Mar 7 2023,Notre Dame,64,Virginia Tech,67,,First Round
Wed Mar 8 2023,Virginia Tech,77,NC State,97,,Second Round
Wed Mar 8 2023,Boston College,61,North Carolina,85,,Second Round
Wed Mar 8 2023,Georgia Tech,81,Pittsburgh,89,,Second Round
Wed Mar 8 2023,Wake Forest,77,Syracuse,74,,Second Round
Thu Mar 9 2023,NC State,54,Clemson,80,,Quarterfinals
Thu Mar 9 2023,Pittsburgh,69,Duke,96,,Quarterfinals
Thu Mar 9 2023,Wake Forest,72,Miami (FL),74,,Quarterfinals
Thu Mar 9 2023,North Carolina,59,Virginia,68,,Quarterfinals
Fri Mar 10 2023,Duke,85,Miami (FL),78,,Semifinals
Fri Mar 10 2023,Clemson,56,Virginia,76,,Semifinals
Sat Mar 11 2023,Duke,59,Virginia,49,,Championship
