Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 30 2013,Duke,75,Wake Forest,70,,
Sat Feb 2 2013,Clemson,68,Boston College,75,,
Sat Feb 2 2013,Duke,79,Florida State,60,,
Sat Feb 2 2013,Wake Forest,60,Maryland,86,,
Sat Feb 2 2013,Miami (FL),79,NC State,78,,
Sat Feb 2 2013,Virginia Tech,60,North Carolina,72,OT,
Sun Feb 3 2013,Virginia,60,Georgia Tech,66,,
Tue Feb 5 2013,Florida State,56,Georgia Tech,54,,
Tue Feb 5 2013,Boston College,50,Miami (FL),72,,
Tue Feb 5 2013,Wake Forest,62,North Carolina,87,,
Thu Feb 7 2013,NC State,85,Duke,98,,
Thu Feb 7 2013,Clemson,41,Virginia,78,,
Thu Feb 7 2013,Maryland,60,Virginia Tech,55,,
Sat Feb 9 2013,North Carolina,61,Miami (FL),87,,
Sat Feb 9 2013,Georgia Tech,64,Virginia Tech,54,,
Sat Feb 9 2013,Florida State,46,Wake Forest,71,,
Sun Feb 10 2013,Duke,62,Boston College,61,,
Sun Feb 10 2013,NC State,58,Clemson,57,,
Sun Feb 10 2013,Virginia,80,Maryland,69,,
Tue Feb 12 2013,Virginia Tech,55,Virginia,73,,
Wed Feb 13 2013,Wake Forest,63,Boston College,66,,
Wed Feb 13 2013,North Carolina,68,Duke,73,,
Wed Feb 13 2013,Miami (FL),74,Florida State,68,,
Thu Feb 14 2013,Clemson,56,Georgia Tech,53,,
Sat Feb 16 2013,Boston College,66,Florida State,69,,
Sat Feb 16 2013,Duke,81,Maryland,83,,
Sat Feb 16 2013,Virginia Tech,86,NC State,90,OT,
Sat Feb 16 2013,Virginia,81,North Carolina,93,,
Sat Feb 16 2013,Georgia Tech,57,Wake Forest,56,,
Sun Feb 17 2013,Miami (FL),45,Clemson,43,,
Tue Feb 19 2013,Maryland,58,Boston College,69,,
Tue Feb 19 2013,North Carolina,70,Georgia Tech,58,,
Tue Feb 19 2013,Virginia,50,Miami (FL),54,,
Tue Feb 19 2013,Florida State,66,NC State,84,,
Thu Feb 21 2013,Duke,88,Virginia Tech,56,,
Sat Feb 23 2013,Clemson,59,Maryland,72,,
Sat Feb 23 2013,NC State,65,North Carolina,76,,
Sat Feb 23 2013,Miami (FL),65,Wake Forest,80,,
Sun Feb 24 2013,Boston College,68,Duke,89,,
Sun Feb 24 2013,Georgia Tech,54,Virginia,82,,
Sun Feb 24 2013,Florida State,70,Virginia Tech,80,,
Tue Feb 26 2013,Wake Forest,62,Florida State,76,,
Wed Feb 27 2013,Maryland,68,Georgia Tech,78,,
Wed Feb 27 2013,Virginia Tech,58,Miami (FL),76,,
Wed Feb 27 2013,Boston College,64,NC State,82,,
Thu Feb 28 2013,North Carolina,68,Clemson,59,,
Thu Feb 28 2013,Duke,68,Virginia,73,,
Sat Mar 2 2013,Miami (FL),76,Duke,79,,
Sat Mar 2 2013,Clemson,61,Virginia Tech,69,,
Sat Mar 2 2013,Maryland,67,Wake Forest,57,,
Sun Mar 3 2013,Virginia,52,Boston College,53,,
Sun Mar 3 2013,NC State,70,Georgia Tech,57,,
Sun Mar 3 2013,Florida State,58,North Carolina,79,,
Tue Mar 5 2013,Boston College,68,Clemson,61,,
Tue Mar 5 2013,Virginia Tech,57,Duke,85,,
Wed Mar 6 2013,North Carolina,79,Maryland,68,,
Wed Mar 6 2013,Georgia Tech,71,Miami (FL),69,,
Wed Mar 6 2013,Wake Forest,66,NC State,81,,
Thu Mar 7 2013,Virginia,51,Florida State,53,,
Sat Mar 9 2013,Georgia Tech,72,Boston College,74,,
Sat Mar 9 2013,NC State,67,Florida State,71,,
Sat Mar 9 2013,Clemson,49,Miami (FL),62,,
Sat Mar 9 2013,Duke,69,North Carolina,53,,
Sun Mar 10 2013,Maryland,58,Virginia,61,OT,
Sun Mar 10 2013,Virginia Tech,79,Wake Forest,90,,
Thu Mar 14 2013,Georgia Tech,64,Boston College,84,,ACC First Round
Thu Mar 14 2013,Florida State,73,Clemson,69,,ACC First Round
Thu Mar 14 2013,Wake Forest,62,Maryland,75,,ACC First Round
Thu Mar 14 2013,Virginia Tech,63,NC State,80,,ACC First Round
Fri Mar 15 2013,Miami (FL),69,Boston College,58,,ACC Quarterfinal Round
Fri Mar 15 2013,Maryland,83,Duke,74,,ACC Quarterfinal Round
Fri Mar 15 2013,North Carolina,83,Florida State,62,,ACC Quarterfinal Round
Fri Mar 15 2013,Virginia,56,NC State,75,,ACC Quarterfinal Round
Sat Mar 16 2013,North Carolina,79,Maryland,76,,ACC Semifinal Round
Sat Mar 16 2013,NC State,71,Miami (FL),81,,ACC Semifinal Round
Sun Mar 17 2013,North Carolina,77,Miami (FL),87,,ACC Final
