Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Feb 26 2020,Notre Dame,62,Boston College,61,,
Wed Feb 26 2020,Syracuse,72,Pittsburgh,49,,
Wed Feb 26 2020,Virginia,56,Virginia Tech,53,,
Sat Feb 29 2020,Florida State,69,Clemson,70,,
Sat Feb 29 2020,Miami (FL),57,Georgia Tech,63,,
Sat Feb 29 2020,Pittsburgh,73,NC State,77,,
Sat Feb 29 2020,North Carolina,92,Syracuse,79,,
Sat Feb 29 2020,Duke,50,Virginia,52,,
Sat Feb 29 2020,Notre Dame,73,Wake Forest,84,,
Sun Mar 1 2020,Virginia Tech,52,Louisville,68,,
Mon Mar 2 2020,NC State,69,Duke,88,,
Tue Mar 3 2020,Syracuse,84,Boston College,71,,
Tue Mar 3 2020,Wake Forest,83,North Carolina,93,,
Wed Mar 4 2020,Pittsburgh,57,Georgia Tech,73,,
Wed Mar 4 2020,Virginia,46,Miami (FL),44,,
Wed Mar 4 2020,Florida State,73,Notre Dame,71,,
Wed Mar 4 2020,Clemson,58,Virginia Tech,70,,
Fri Mar 6 2020,Georgia Tech,65,Clemson,62,,
Fri Mar 6 2020,Wake Forest,64,NC State,84,,
Sat Mar 7 2020,North Carolina,76,Duke,89,,
Sat Mar 7 2020,Boston College,62,Florida State,80,,
Sat Mar 7 2020,Syracuse,65,Miami (FL),69,OT,
Sat Mar 7 2020,Virginia Tech,56,Notre Dame,64,,
Sat Mar 7 2020,Louisville,54,Virginia,57,,
Tue Mar 10 2020,North Carolina,78,Virginia Tech,56,,First Round
Tue Mar 10 2020,Pittsburgh,81,Wake Forest,72,,First Round
Wed Mar 11 2020,Miami (FL),64,Clemson,69,,Second Round
Wed Mar 11 2020,Pittsburgh,58,NC State,73,,Second Round
Wed Mar 11 2020,Boston College,58,Notre Dame,80,,Second Round
Wed Mar 11 2020,North Carolina,53,Syracuse,81,,Second Round
