 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 25 2017,Florida State,56,Georgia Tech,78,,
Wed Jan 25 2017,Boston College,77,Miami (FL),78,,
Thu Jan 26 2017,Virginia Tech,72,North Carolina,91,,
Sat Jan 28 2017,Notre Dame,60,Georgia Tech,62,,
Sat Jan 28 2017,North Carolina,62,Miami (FL),77,,
Sat Jan 28 2017,Clemson,67,Pittsburgh,60,,
Sat Jan 28 2017,Florida State,72,Syracuse,82,,
Sat Jan 28 2017,Duke,85,Wake Forest,83,,
Sun Jan 29 2017,NC State,60,Louisville,85,,
Sun Jan 29 2017,Boston College,79,Virginia Tech,85,,
Mon Jan 30 2017,Duke,84,Notre Dame,74,,
Tue Jan 31 2017,Wake Forest,85,Boston College,80,,
Tue Jan 31 2017,Pittsburgh,78,North Carolina,80,,
Wed Feb 1 2017,Georgia Tech,62,Clemson,74,,
Wed Feb 1 2017,Florida State,75,Miami (FL),57,,
Wed Feb 1 2017,Syracuse,100,NC State,93,OT,
Wed Feb 1 2017,Virginia Tech,48,Virginia,71,,
Sat Feb 4 2017,Louisville,90,Boston College,67,,
Sat Feb 4 2017,Pittsburgh,64,Duke,72,,
Sat Feb 4 2017,Miami (FL),84,NC State,79,,
Sat Feb 4 2017,Virginia,62,Syracuse,66,,
Sat Feb 4 2017,Georgia Tech,69,Wake Forest,81,,
Sun Feb 5 2017,Clemson,61,Florida State,109,,
Sun Feb 5 2017,Notre Dame,76,North Carolina,83,,
Mon Feb 6 2017,Louisville,55,Virginia,71,,
Tue Feb 7 2017,Syracuse,82,Clemson,81,,
Tue Feb 7 2017,Wake Forest,81,Notre Dame,88,,
Wed Feb 8 2017,Pittsburgh,83,Boston College,72,,
Wed Feb 8 2017,NC State,71,Florida State,95,,
Wed Feb 8 2017,Virginia Tech,68,Miami (FL),74,,
Thu Feb 9 2017,North Carolina,78,Duke,86,,
Sat Feb 11 2017,Clemson,62,Duke,64,,
Sat Feb 11 2017,Boston College,54,Georgia Tech,65,,
Sat Feb 11 2017,Miami (FL),66,Louisville,71,,
Sat Feb 11 2017,Florida State,72,Notre Dame,84,,
Sat Feb 11 2017,Syracuse,75,Pittsburgh,80,,
Sat Feb 11 2017,NC State,58,Wake Forest,88,,
Sun Feb 12 2017,Virginia,78,Virginia Tech,80,2OT,
Mon Feb 13 2017,Louisville,76,Syracuse,72,OT,
Tue Feb 14 2017,Notre Dame,84,Boston College,76,,
Tue Feb 14 2017,Wake Forest,83,Clemson,95,,
Tue Feb 14 2017,Virginia Tech,66,Pittsburgh,63,,
Wed Feb 15 2017,Georgia Tech,61,Miami (FL),70,,
Wed Feb 15 2017,North Carolina,97,NC State,73,,
Wed Feb 15 2017,Duke,65,Virginia,55,,
Sat Feb 18 2017,Wake Forest,94,Duke,99,,
Sat Feb 18 2017,Virginia Tech,90,Louisville,94,,
Sat Feb 18 2017,Clemson,65,Miami (FL),71,,
Sat Feb 18 2017,Notre Dame,81,NC State,72,,
Sat Feb 18 2017,Virginia,41,North Carolina,65,,
Sat Feb 18 2017,Florida State,66,Pittsburgh,80,,
Sun Feb 19 2017,Syracuse,65,Georgia Tech,71,,
Mon Feb 20 2017,Boston College,72,Florida State,104,,
Mon Feb 20 2017,Miami (FL),54,Virginia,48,OT,
Tue Feb 21 2017,NC State,71,Georgia Tech,69,,
Tue Feb 21 2017,Clemson,70,Virginia Tech,71,,
Wed Feb 22 2017,Louisville,63,North Carolina,74,,
Wed Feb 22 2017,Duke,75,Syracuse,78,,
Wed Feb 22 2017,Pittsburgh,59,Wake Forest,63,,
Sat Feb 25 2017,Virginia Tech,91,Boston College,75,,
Sat Feb 25 2017,Florida State,76,Clemson,74,,
Sat Feb 25 2017,Duke,50,Miami (FL),55,,
Sat Feb 25 2017,Virginia,70,NC State,55,,
Sat Feb 25 2017,North Carolina,85,Pittsburgh,67,,
Sun Feb 26 2017,Syracuse,68,Louisville,88,,
Sun Feb 26 2017,Georgia Tech,60,Notre Dame,64,,
Mon Feb 27 2017,North Carolina,43,Virginia,53,,
Mon Feb 27 2017,Miami (FL),61,Virginia Tech,66,,
Tue Feb 28 2017,Florida State,70,Duke,75,,
Tue Feb 28 2017,Pittsburgh,52,Georgia Tech,61,,
Wed Mar 1 2017,NC State,74,Clemson,78,,
Wed Mar 1 2017,Boston College,66,Notre Dame,82,,
Wed Mar 1 2017,Louisville,81,Wake Forest,88,,
Sat Mar 4 2017,Boston College,68,Clemson,82,,
Sat Mar 4 2017,Miami (FL),57,Florida State,66,,
Sat Mar 4 2017,Notre Dame,64,Louisville,71,,
Sat Mar 4 2017,Duke,83,North Carolina,90,,
Sat Mar 4 2017,Georgia Tech,61,Syracuse,90,,
Sat Mar 4 2017,Pittsburgh,42,Virginia,67,,
Sat Mar 4 2017,Wake Forest,89,Virginia Tech,84,,
Tue Mar 7 2017,NC State,61,Clemson,75,,First Round
Tue Mar 7 2017,Pittsburgh,61,Georgia Tech,59,,First Round
Tue Mar 7 2017,Boston College,78,Wake Forest,92,,First Round
Wed Mar 8 2017,Clemson,72,Duke,79,,Second Round
Wed Mar 8 2017,Miami (FL),62,Syracuse,57,,Second Round
Wed Mar 8 2017,Pittsburgh,63,Virginia,75,,Second Round
Wed Mar 8 2017,Wake Forest,90,Virginia Tech,99,,Second Round
Thu Mar 9 2017,Virginia Tech,68,Florida State,74,,Quarterfinal
Thu Mar 9 2017,Duke,81,Louisville,77,,Quarterfinal
Thu Mar 9 2017,Miami (FL),53,North Carolina,78,,Quarterfinal
Thu Mar 9 2017,Virginia,58,Notre Dame,71,,Quarterfinal
Fri Mar 10 2017,Notre Dame,77,Florida State,73,,Semifinal
Fri Mar 10 2017,Duke,93,North Carolina,83,,Semifinal
Sat Mar 11 2017,Duke,75,Notre Dame,69,,Final
