Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 16 2021,Boston College,70,Notre Dame,80,,
Sat Jan 16 2021,Syracuse,76,Pittsburgh,96,,
Sun Jan 17 2021,Virginia Tech,64,Wake Forest,60,,
Mon Jan 18 2021,Florida State,78,Louisville,65,,
Tue Jan 19 2021,Duke,73,Pittsburgh,79,,
Tue Jan 19 2021,Miami (FL),57,Syracuse,83,,
Wed Jan 20 2021,Clemson,65,Georgia Tech,83,,
Wed Jan 20 2021,Wake Forest,73,North Carolina,80,,
Sat Jan 23 2021,Clemson,61,Florida State,80,,
Sat Jan 23 2021,Duke,65,Louisville,70,,
Sat Jan 23 2021,NC State,76,North Carolina,86,,
Sat Jan 23 2021,Virginia Tech,60,Syracuse,78,,
Sat Jan 23 2021,Georgia Tech,62,Virginia,64,,
Sat Jan 23 2021,Pittsburgh,75,Wake Forest,76,,
Sun Jan 24 2021,Notre Dame,73,Miami (FL),59,,
Mon Jan 25 2021,Syracuse,58,Virginia,81,,
Tue Jan 26 2021,Georgia Tech,68,Duke,75,,
Tue Jan 26 2021,North Carolina,75,Pittsburgh,65,,
Wed Jan 27 2021,Louisville,50,Clemson,54,,
Wed Jan 27 2021,Miami (FL),59,Florida State,81,,
Wed Jan 27 2021,Wake Forest,67,NC State,72,,
Wed Jan 27 2021,Virginia Tech,62,Notre Dame,51,,
Sat Jan 30 2021,Clemson,53,Duke,79,,
Sat Jan 30 2021,Florida State,65,Georgia Tech,76,,
Sat Jan 30 2021,Notre Dame,84,Pittsburgh,58,,
Sat Jan 30 2021,Virginia,51,Virginia Tech,65,,
Sat Jan 30 2021,Miami (FL),54,Wake Forest,66,,
Sun Jan 31 2021,NC State,73,Syracuse,76,,
Mon Feb 1 2021,Georgia Tech,58,Louisville,74,,
Mon Feb 1 2021,Duke,75,Miami (FL),77,,
Tue Feb 2 2021,North Carolina,50,Clemson,63,,
Tue Feb 2 2021,Wake Forest,58,Notre Dame,79,,
Wed Feb 3 2021,Virginia,64,NC State,57,,
Wed Feb 3 2021,Virginia Tech,72,Pittsburgh,83,,
Sat Feb 6 2021,NC State,81,Boston College,65,,
Sat Feb 6 2021,Syracuse,61,Clemson,78,,
Sat Feb 6 2021,North Carolina,91,Duke,87,,
Sat Feb 6 2021,Notre Dame,80,Georgia Tech,82,,
Sat Feb 6 2021,Virginia Tech,80,Miami (FL),76,OT,
Sat Feb 6 2021,Pittsburgh,66,Virginia,73,,
Tue Feb 9 2021,Notre Dame,93,Duke,89,,
Tue Feb 9 2021,Syracuse,77,NC State,68,,
Wed Feb 10 2021,Wake Forest,69,Boston College,65,,
Wed Feb 10 2021,Virginia,57,Georgia Tech,49,,
Fri Feb 12 2021,Georgia Tech,72,Clemson,74,,
Sat Feb 13 2021,Wake Forest,85,Florida State,92,OT,
Sat Feb 13 2021,Duke,69,NC State,53,,
Sat Feb 13 2021,Boston College,67,Syracuse,75,,
Sat Feb 13 2021,North Carolina,48,Virginia,60,,
Sun Feb 14 2021,Pittsburgh,65,Georgia Tech,71,,
Sun Feb 14 2021,Miami (FL),61,Notre Dame,71,,
Mon Feb 15 2021,Virginia,60,Florida State,81,,
Wed Feb 17 2021,NC State,74,Pittsburgh,73,,
Wed Feb 17 2021,Duke,84,Wake Forest,60,,
Sat Feb 20 2021,Virginia,65,Duke,66,,
Sat Feb 20 2021,Georgia Tech,87,Miami (FL),60,,
Sat Feb 20 2021,Louisville,54,North Carolina,99,,
Sat Feb 20 2021,Florida State,79,Pittsburgh,72,,
Sat Feb 20 2021,Notre Dame,67,Syracuse,75,,
Sat Feb 20 2021,NC State,80,Wake Forest,62,,
Mon Feb 22 2021,Syracuse,71,Duke,85,,
Tue Feb 23 2021,Notre Dame,57,Louisville,69,,
Tue Feb 23 2021,Georgia Tech,69,Virginia Tech,53,,
Wed Feb 24 2021,Florida State,88,Miami (FL),71,,
Wed Feb 24 2021,NC State,68,Virginia,61,,
Wed Feb 24 2021,Clemson,60,Wake Forest,39,,
Sat Feb 27 2021,Notre Dame,90,Boston College,94,,
Sat Feb 27 2021,Miami (FL),58,Clemson,66,,
Sat Feb 27 2021,Louisville,80,Duke,73,OT,
Sat Feb 27 2021,Syracuse,77,Georgia Tech,84,,
Sat Feb 27 2021,Florida State,70,North Carolina,78,,
Sat Feb 27 2021,Wake Forest,46,Virginia Tech,84,,
Sun Feb 28 2021,Pittsburgh,62,NC State,65,,
Mon Mar 1 2021,North Carolina,70,Syracuse,72,,
Mon Mar 1 2021,Miami (FL),51,Virginia,62,,
Tue Mar 2 2021,Duke,77,Georgia Tech,81,OT,
Tue Mar 2 2021,Wake Forest,57,Pittsburgh,70,,
Wed Mar 3 2021,Boston College,64,Florida State,93,,
Wed Mar 3 2021,NC State,80,Notre Dame,69,,
Wed Mar 3 2021,Clemson,54,Syracuse,64,,
Fri Mar 5 2021,Boston College,76,Miami (FL),80,,
Fri Mar 5 2021,Georgia Tech,75,Wake Forest,63,,
Sat Mar 6 2021,Pittsburgh,62,Clemson,77,,
Sat Mar 6 2021,Virginia,68,Louisville,58,,
Sat Mar 6 2021,Duke,73,North Carolina,91,,
Sat Mar 6 2021,Florida State,73,Notre Dame,83,,
Tue Mar 9 2021,Boston College,51,Duke,86,,First round
Tue Mar 9 2021,Wake Forest,77,Notre Dame,80,,First round
Tue Mar 9 2021,Miami (FL),79,Pittsburgh,73,,First round
Wed Mar 10 2021,Miami (FL),67,Clemson,64,,Second round
Wed Mar 10 2021,Duke,70,Louisville,56,,Second round
Wed Mar 10 2021,Notre Dame,59,North Carolina,101,,Second round
Wed Mar 10 2021,NC State,68,Syracuse,89,,Second round
Thu Mar 11 2021,Miami (FL),66,Georgia Tech,70,,Quarterfinals
Thu Mar 11 2021,Syracuse,69,Virginia,72,,Quarterfinals
Thu Mar 11 2021,North Carolina,81,Virginia Tech,73,,Quarterfinals
Fri Mar 12 2021,North Carolina,66,Florida State,69,,Semifinals
Sat Mar 13 2021,Georgia Tech,80,Florida State,75,,Championship
